Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Year,Month,YearMonth,DayOfWeek,Hour
538100,22632,HAND WARMER RED POLKA DOT,5,2010-01-13 19:07:00.000000,1.7,12670,United Kingdom,8.5,2010,1,2010-01,2,19
536935,22310,PANTRY MAGNETIC SHOPPING LIST,1,2010-01-14 11:39:00.000000,2.1,12629,United Kingdom,2.1,2010,1,2010-01,3,11
536935,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2010-01-14 11:39:00.000000,3.36,12629,United Kingdom,26.88,2010,1,2010-01,3,11
536935,22730,ALARM CLOCK BAKELIKE IVORY,4,2010-01-14 11:39:00.000000,4.01,12629,United Kingdom,16.04,2010,1,2010-01,3,11
536935,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-01-14 11:39:00.000000,0.54,12629,United Kingdom,3.24,2010,1,2010-01,3,11
536935,22632,HAND WARMER RED POLKA DOT,23,2010-01-14 11:39:00.000000,2.01,12629,United Kingdom,46.23,2010,1,2010-01,3,11
537952,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2010-01-14 15:46:00.000000,3.39,12821,United Kingdom,6.78,2010,1,2010-01,3,15
537952,22835,HOT WATER BOTTLE I AM SO POORLY,3,2010-01-14 15:46:00.000000,4.72,12821,United Kingdom,14.16,2010,1,2010-01,3,15
537952,22622,BOX OF VINTAGE ALPHABET BLOCKS,8,2010-01-14 15:46:00.000000,4.58,12821,United Kingdom,36.64,2010,1,2010-01,3,15
536535,22197,POPCORN HOLDER,5,2010-01-16 10:01:00.000000,0.8,12831,United Kingdom,4.0,2010,1,2010-01,5,10
536535,20727,LUNCH BAG BLACK SKULL,2,2010-01-16 10:01:00.000000,1.61,12831,United Kingdom,3.22,2010,1,2010-01,5,10
537451,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-01-18 16:11:00.000000,3.87,12845,United Kingdom,3.87,2010,1,2010-01,0,16
536979,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2010-01-19 08:19:00.000000,4.03,12349,United Kingdom,8.06,2010,1,2010-01,1,8
536979,M,MANUAL,64,2010-01-19 08:19:00.000000,0.0,12349,United Kingdom,0.0,2010,1,2010-01,1,8
537512,22748,POPPY'S PLAYHOUSE KITCHEN,12,2010-01-19 12:53:00.000000,2.15,12775,United Kingdom,25.799999999999997,2010,1,2010-01,1,12
537512,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-01-19 12:53:00.000000,3.83,12775,United Kingdom,3.83,2010,1,2010-01,1,12
537512,22469,HEART OF WICKER SMALL,6,2010-01-19 12:53:00.000000,1.73,12775,United Kingdom,10.379999999999999,2010,1,2010-01,1,12
537481,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2010-01-20 08:44:00.000000,1.52,12406,Germany,3.04,2010,1,2010-01,2,8
537481,22726,ALARM CLOCK BAKELIKE GREEN,2,2010-01-20 08:44:00.000000,4.09,12406,Germany,8.18,2010,1,2010-01,2,8
538347,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2010-01-20 11:04:00.000000,3.55,12788,United Kingdom,3.55,2010,1,2010-01,2,11
538347,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2010-01-20 11:04:00.000000,1.79,12788,United Kingdom,30.43,2010,1,2010-01,2,11
538347,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,2010-01-20 11:04:00.000000,4.58,12788,United Kingdom,18.32,2010,1,2010-01,2,11
538347,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,4,2010-01-20 11:04:00.000000,4.35,12788,United Kingdom,17.4,2010,1,2010-01,2,11
538310,22633,HAND WARMER UNION JACK,1,2010-01-21 07:19:00.000000,1.88,12401,United Kingdom,1.88,2010,1,2010-01,3,7
537135,22633,HAND WARMER UNION JACK,19,2010-01-21 09:03:00.000000,1.9,12616,United Kingdom,36.1,2010,1,2010-01,3,9
537135,M,MANUAL,7,2010-01-21 09:03:00.000000,0.0,12616,United Kingdom,0.0,2010,1,2010-01,3,9
536480,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2010-01-22 02:36:00.000000,2.07,12787,United Kingdom,2.07,2010,1,2010-01,4,2
536480,22310,PANTRY MAGNETIC SHOPPING LIST,2,2010-01-22 02:36:00.000000,2.12,12787,United Kingdom,4.24,2010,1,2010-01,4,2
536480,M,MANUAL,39,2010-01-22 02:36:00.000000,0.0,12787,United Kingdom,0.0,2010,1,2010-01,4,2
537552,85099B,JUMBO BAG RED RETROSPOT,1,2010-01-22 10:47:00.000000,2.03,12415,United Kingdom,2.03,2010,1,2010-01,4,10
536448,22730,ALARM CLOCK BAKELIKE IVORY,2,2010-01-22 12:39:00.000000,3.82,12668,United Kingdom,7.64,2010,1,2010-01,4,12
536899,23167,SMALL CERAMIC TOP STORAGE JAR,4,2010-01-23 09:06:00.000000,0.93,12773,Germany,3.72,2010,1,2010-01,5,9
536899,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2010-01-23 09:06:00.000000,4.67,12773,Germany,4.67,2010,1,2010-01,5,9
536899,POST,POSTAGE,2,2010-01-23 09:06:00.000000,16.82,12773,Germany,33.64,2010,1,2010-01,5,9
537635,22748,POPPY'S PLAYHOUSE KITCHEN,1,2010-01-23 12:00:00.000000,1.89,12624,United Kingdom,1.89,2010,1,2010-01,5,12
537635,22197,POPCORN HOLDER,1,2010-01-23 12:00:00.000000,0.8,12624,United Kingdom,0.8,2010,1,2010-01,5,12
537635,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-01-23 12:00:00.000000,3.39,12624,United Kingdom,3.39,2010,1,2010-01,5,12
537635,21777,RECIPE BOX WITH METAL HEART,2,2010-01-23 12:00:00.000000,7.44,12624,United Kingdom,14.88,2010,1,2010-01,5,12
537635,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2010-01-23 12:00:00.000000,4.0,12624,United Kingdom,40.0,2010,1,2010-01,5,12
537635,23300,GARDENERS KNEELING PAD CUP OF TEA,8,2010-01-23 12:00:00.000000,2.04,12624,United Kingdom,16.32,2010,1,2010-01,5,12
537635,22383,LUNCH BAG SUKI DESIGN,4,2010-01-23 12:00:00.000000,1.79,12624,United Kingdom,7.16,2010,1,2010-01,5,12
536980,22752,SET 7 BABUSHKA NESTING BOXES,7,2010-01-24 15:03:00.000000,7.48,12361,Spain,52.36,2010,1,2010-01,6,15
536980,22633,HAND WARMER UNION JACK,1,2010-01-24 15:03:00.000000,1.83,12361,Spain,1.83,2010,1,2010-01,6,15
536980,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,2010-01-24 15:03:00.000000,4.99,12361,Spain,19.96,2010,1,2010-01,6,15
536980,23300,GARDENERS KNEELING PAD CUP OF TEA,4,2010-01-24 15:03:00.000000,2.26,12361,Spain,9.04,2010,1,2010-01,6,15
536980,22383,LUNCH BAG SUKI DESIGN,1,2010-01-24 15:03:00.000000,1.76,12361,Spain,1.76,2010,1,2010-01,6,15
536980,20727,LUNCH BAG BLACK SKULL,1,2010-01-24 15:03:00.000000,1.62,12361,Spain,1.62,2010,1,2010-01,6,15
536980,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2010-01-24 15:03:00.000000,3.77,12361,Spain,22.62,2010,1,2010-01,6,15
537611,22423,REGENCY CAKESTAND 3 TIER,9,2010-01-25 12:17:00.000000,11.99,12670,United Kingdom,107.91,2010,1,2010-01,0,12
537611,22469,HEART OF WICKER SMALL,2,2010-01-25 12:17:00.000000,1.8,12670,United Kingdom,3.6,2010,1,2010-01,0,12
537611,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-01-25 12:17:00.000000,3.62,12670,United Kingdom,3.62,2010,1,2010-01,0,12
537611,23167,SMALL CERAMIC TOP STORAGE JAR,1,2010-01-25 12:17:00.000000,0.81,12670,United Kingdom,0.81,2010,1,2010-01,0,12
538087,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2010-01-26 10:20:00.000000,3.97,12356,Cyprus,15.88,2010,1,2010-01,1,10
538193,22386,JUMBO BAG PINK POLKADOT,14,2010-01-26 11:22:00.000000,2.11,12587,United Kingdom,29.54,2010,1,2010-01,1,11
538193,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,18,2010-01-26 11:22:00.000000,4.03,12587,United Kingdom,72.54,2010,1,2010-01,1,11
538296,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2010-01-26 12:08:00.000000,1.61,12809,United Kingdom,16.1,2010,1,2010-01,1,12
536536,22728,ALARM CLOCK BAKELIKE PINK,1,2010-01-26 14:45:00.000000,3.88,12575,Germany,3.88,2010,1,2010-01,1,14
536536,22745,POPPY'S PLAYHOUSE BEDROOM,1,2010-01-26 14:45:00.000000,2.17,12575,Germany,2.17,2010,1,2010-01,1,14
536536,21777,RECIPE BOX WITH METAL HEART,3,2010-01-26 14:45:00.000000,8.55,12575,Germany,25.650000000000002,2010,1,2010-01,1,14
536536,47566,PARTY BUNTING,9,2010-01-26 14:45:00.000000,4.77,12575,Germany,42.92999999999999,2010,1,2010-01,1,14
536536,23084,RABBIT NIGHT LIGHT,1,2010-01-26 14:45:00.000000,1.91,12575,Germany,1.91,2010,1,2010-01,1,14
536536,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-01-26 14:45:00.000000,2.45,12575,Germany,14.700000000000001,2010,1,2010-01,1,14
537932,22633,HAND WARMER UNION JACK,3,2010-01-27 09:32:00.000000,1.81,12396,United Kingdom,5.43,2010,1,2010-01,2,9
537932,22197,POPCORN HOLDER,41,2010-01-27 09:32:00.000000,0.83,12396,United Kingdom,34.03,2010,1,2010-01,2,9
537932,22745,POPPY'S PLAYHOUSE BEDROOM,14,2010-01-27 09:32:00.000000,2.01,12396,United Kingdom,28.139999999999997,2010,1,2010-01,2,9
537932,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2010-01-27 09:32:00.000000,4.34,12396,United Kingdom,34.72,2010,1,2010-01,2,9
537932,22310,PANTRY MAGNETIC SHOPPING LIST,1,2010-01-27 09:32:00.000000,2.14,12396,United Kingdom,2.14,2010,1,2010-01,2,9
537756,22310,PANTRY MAGNETIC SHOPPING LIST,4,2010-01-27 12:33:00.000000,1.86,12358,United Kingdom,7.44,2010,1,2010-01,2,12
537756,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,9,2010-01-27 12:33:00.000000,3.83,12358,United Kingdom,34.47,2010,1,2010-01,2,12
537756,21755,LOVE BUILDING BLOCK WORD,1,2010-01-27 12:33:00.000000,6.43,12358,United Kingdom,6.43,2010,1,2010-01,2,12
537756,85099B,JUMBO BAG RED RETROSPOT,11,2010-01-27 12:33:00.000000,1.86,12358,United Kingdom,20.46,2010,1,2010-01,2,12
537756,22727,ALARM CLOCK BAKELIKE RED,1,2010-01-27 12:33:00.000000,3.57,12358,United Kingdom,3.57,2010,1,2010-01,2,12
537756,22745,POPPY'S PLAYHOUSE BEDROOM,1,2010-01-27 12:33:00.000000,2.31,12358,United Kingdom,2.31,2010,1,2010-01,2,12
536833,22728,ALARM CLOCK BAKELIKE PINK,15,2010-01-28 07:51:00.000000,3.96,12572,Belgium,59.4,2010,1,2010-01,3,7
536833,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2010-01-28 07:51:00.000000,3.12,12572,Belgium,6.24,2010,1,2010-01,3,7
536833,23300,GARDENERS KNEELING PAD CUP OF TEA,12,2010-01-28 07:51:00.000000,2.09,12572,Belgium,25.08,2010,1,2010-01,3,7
536833,47566,PARTY BUNTING,1,2010-01-28 07:51:00.000000,4.96,12572,Belgium,4.96,2010,1,2010-01,3,7
537930,23300,GARDENERS KNEELING PAD CUP OF TEA,19,2010-01-28 13:45:00.000000,2.11,12810,United Kingdom,40.089999999999996,2010,1,2010-01,3,13
537930,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-01-28 13:45:00.000000,3.2,12810,United Kingdom,3.2,2010,1,2010-01,3,13
537930,23298,SPOTTY BUNTING,1,2010-01-28 13:45:00.000000,4.88,12810,United Kingdom,4.88,2010,1,2010-01,3,13
536867,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2010-01-29 06:14:00.000000,3.19,12776,United Kingdom,3.19,2010,1,2010-01,4,6
536867,85099B,JUMBO BAG RED RETROSPOT,11,2010-01-29 06:14:00.000000,1.83,12776,United Kingdom,20.130000000000003,2010,1,2010-01,4,6
536867,84406B,CREAM CUPID HEARTS COAT HANGER,23,2010-01-29 06:14:00.000000,2.56,12776,United Kingdom,58.88,2010,1,2010-01,4,6
536867,21754,HOME BUILDING BLOCK WORD,14,2010-01-29 06:14:00.000000,6.22,12776,United Kingdom,87.08,2010,1,2010-01,4,6
536867,22386,JUMBO BAG PINK POLKADOT,4,2010-01-29 06:14:00.000000,1.85,12776,United Kingdom,7.4,2010,1,2010-01,4,6
536867,22730,ALARM CLOCK BAKELIKE IVORY,14,2010-01-29 06:14:00.000000,3.97,12776,United Kingdom,55.580000000000005,2010,1,2010-01,4,6
536867,M,MANUAL,1,2010-01-29 06:14:00.000000,0.0,12776,United Kingdom,0.0,2010,1,2010-01,4,6
536867,22310,PANTRY MAGNETIC SHOPPING LIST,14,2010-01-29 06:14:00.000000,2.02,12776,United Kingdom,28.28,2010,1,2010-01,4,6
537106,20727,LUNCH BAG BLACK SKULL,2,2010-01-29 13:51:00.000000,1.64,12437,United Kingdom,3.28,2010,1,2010-01,4,13
537837,22745,POPPY'S PLAYHOUSE BEDROOM,3,2010-01-29 13:52:00.000000,2.25,12829,United Kingdom,6.75,2010,1,2010-01,4,13
536411,22622,BOX OF VINTAGE ALPHABET BLOCKS,3,2010-01-29 21:10:00.000000,5.33,12584,United Kingdom,15.99,2010,1,2010-01,4,21
536411,23300,GARDENERS KNEELING PAD CUP OF TEA,20,2010-01-29 21:10:00.000000,2.09,12584,United Kingdom,41.8,2010,1,2010-01,4,21
536411,22423,REGENCY CAKESTAND 3 TIER,1,2010-01-29 21:10:00.000000,13.9,12584,United Kingdom,13.9,2010,1,2010-01,4,21
536411,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2010-01-29 21:10:00.000000,2.34,12584,United Kingdom,25.74,2010,1,2010-01,4,21
537439,22469,HEART OF WICKER SMALL,9,2010-01-30 07:55:00.000000,1.73,12821,United Kingdom,15.57,2010,1,2010-01,5,7
537439,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-01-30 07:55:00.000000,2.78,12821,United Kingdom,11.12,2010,1,2010-01,5,7
537439,21755,LOVE BUILDING BLOCK WORD,2,2010-01-30 07:55:00.000000,6.06,12821,United Kingdom,12.12,2010,1,2010-01,5,7
537439,M,MANUAL,1,2010-01-30 07:55:00.000000,0.0,12821,United Kingdom,0.0,2010,1,2010-01,5,7
537439,22633,HAND WARMER UNION JACK,3,2010-01-30 07:55:00.000000,2.01,12821,United Kingdom,6.029999999999999,2010,1,2010-01,5,7
537222,21755,LOVE BUILDING BLOCK WORD,2,2010-01-30 09:18:00.000000,5.97,12784,United Kingdom,11.94,2010,1,2010-01,5,9
537222,23298,SPOTTY BUNTING,5,2010-01-30 09:18:00.000000,5.24,12784,United Kingdom,26.200000000000003,2010,1,2010-01,5,9
537222,21777,RECIPE BOX WITH METAL HEART,2,2010-01-30 09:18:00.000000,8.13,12784,United Kingdom,16.26,2010,1,2010-01,5,9
537222,DOT,DOTCOM POSTAGE,1,2010-01-30 09:18:00.000000,16.0,12784,United Kingdom,16.0,2010,1,2010-01,5,9
537222,20727,LUNCH BAG BLACK SKULL,1,2010-01-30 09:18:00.000000,1.51,12784,United Kingdom,1.51,2010,1,2010-01,5,9
537222,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-01-30 09:18:00.000000,7.08,12784,United Kingdom,7.08,2010,1,2010-01,5,9
536786,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2010-01-30 10:53:00.000000,4.98,12595,Belgium,9.96,2010,1,2010-01,5,10
536786,22382,LUNCH BAG SPACEBOY DESIGN,1,2010-01-30 10:53:00.000000,1.81,12595,Belgium,1.81,2010,1,2010-01,5,10
536786,22748,POPPY'S PLAYHOUSE KITCHEN,2,2010-01-30 10:53:00.000000,2.09,12595,Belgium,4.18,2010,1,2010-01,5,10
536786,23084,RABBIT NIGHT LIGHT,2,2010-01-30 10:53:00.000000,1.92,12595,Belgium,3.84,2010,1,2010-01,5,10
537463,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2010-01-30 19:20:00.000000,3.57,12765,United Kingdom,17.849999999999998,2010,1,2010-01,5,19
536869,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2010-01-31 06:37:00.000000,3.39,12485,United Kingdom,16.95,2010,1,2010-01,6,6
536869,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-01-31 06:37:00.000000,4.54,12485,United Kingdom,18.16,2010,1,2010-01,6,6
536869,85099B,JUMBO BAG RED RETROSPOT,22,2010-01-31 06:37:00.000000,1.86,12485,United Kingdom,40.92,2010,1,2010-01,6,6
536869,21777,RECIPE BOX WITH METAL HEART,1,2010-01-31 06:37:00.000000,7.86,12485,United Kingdom,7.86,2010,1,2010-01,6,6
536869,22745,POPPY'S PLAYHOUSE BEDROOM,2,2010-01-31 06:37:00.000000,2.11,12485,United Kingdom,4.22,2010,1,2010-01,6,6
536869,23166,MEDIUM CERAMIC TOP STORAGE JAR,1,2010-01-31 06:37:00.000000,1.33,12485,United Kingdom,1.33,2010,1,2010-01,6,6
536869,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2010-01-31 06:37:00.000000,1.73,12485,United Kingdom,5.1899999999999995,2010,1,2010-01,6,6
536647,22730,ALARM CLOCK BAKELIKE IVORY,4,2010-01-31 11:28:00.000000,3.5,12588,United Kingdom,14.0,2010,1,2010-01,6,11
536647,22198,SMALL HEART FLOWERS HOOK,9,2010-01-31 11:28:00.000000,0.9,12588,United Kingdom,8.1,2010,1,2010-01,6,11
538252,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2010-01-31 12:34:00.000000,3.55,12659,Belgium,7.1,2010,1,2010-01,6,12
538252,22310,PANTRY MAGNETIC SHOPPING LIST,2,2010-01-31 12:34:00.000000,1.93,12659,Belgium,3.86,2010,1,2010-01,6,12
536504,21755,LOVE BUILDING BLOCK WORD,2,2010-02-01 10:17:00.000000,5.92,12607,United Kingdom,11.84,2010,2,2010-02,0,10
536504,84406B,CREAM CUPID HEARTS COAT HANGER,5,2010-02-01 10:17:00.000000,2.88,12607,United Kingdom,14.399999999999999,2010,2,2010-02,0,10
